ID,TRACT,GEOID,label,nhousingUn,nMobileHom,yearBuilt,nBadPlumbi,nBadKitche,nRooms,nBedrooms,medHHinc,Population,MedianAge,PopInHouse,nHousehold,Families
6251,5347,6037534700,"Census Tract 5347, Los Angeles County, California",998,0,1942,21,22,4,1.601202,46556,4194,28.6,4194,931,819
6252,534802,6037534802,"Census Tract 5348.02, Los Angeles County, California",695,0,1948,0,5,3.7,1.769784,32056,2967,27.3,2967,669,584
6253,534803,6037534803,"Census Tract 5348.03, Los Angeles County, California",1201,0,1951,24,51,3.1,1.466278,33398,4937,26.6,4937,1131,995
6254,534804,6037534804,"Census Tract 5348.04, Los Angeles County, California",920,0,1949,13,23,3,1.466304,34630,4082,25.5,4067,879,794
6255,5349,6037534900,"Census Tract 5349, Los Angeles County, California",1467,15,1960,40,45,3.2,1.488753,29753,6544,24.8,6544,1419,1280
6256,5350,6037535e3,"Census Tract 5350, Los Angeles County, California",1832,11,1957,19,31,3.2,1.542576,22679,7915,22.8,7915,1729,1521
6257,535101,6037535101,"Census Tract 5351.01, Los Angeles County, California",1689,0,1954,26,23,3.6,1.830669,27438,6768,24.1,6764,1586,1333
6258,535102,6037535102,"Census Tract 5351.02, Los Angeles County, California",964,5,1957,16,6,3.1,1.521784,24767,3792,24.1,3792,897,730
6259,5352,6037535200,"Census Tract 5352, Los Angeles County, California",1281,0,1955,60,35,4.1,1.992974,28856,5358,22.3,5358,1140,988
6260,5353,6037535300,"Census Tract 5353, Los Angeles County, California",1362,15,1962,37,36,3.5,1.745228,25398,6067,23.9,6067,1289,1151
6261,5354,6037535400,"Census Tract 5354, Los Angeles County, California",674,0,1961,14,14,3.4,1.715134,31645,3045,22.9,3037,631,548
6262,535501,6037535501,"Census Tract 5355.01, Los Angeles County, California",1023,7,1965,25,40,2.3,1.069404,25795,3983,24.7,3983,990,859
6263,535502,6037535502,"Census Tract 5355.02, Los Angeles County, California",1247,0,1954,25,39,3.2,1.376905,30739,5096,25.9,5035,1222,1074
6264,535503,6037535503,"Census Tract 5355.03, Los Angeles County, California",665,0,1958,25,22,3,1.342857,29773,2635,25.3,2635,629,553
6265,535603,6037535603,"Census Tract 5356.03, Los Angeles County, California",1149,0,1954,29,131,2.8,1.194952,31e3,4061,25.2,4051,992,853
6266,535604,6037535604,"Census Tract 5356.04, Los Angeles County, California",1024,0,1948,9,9,3.1,1.444336,33184,4556,24.6,4556,999,908
6267,535605,6037535605,"Census Tract 5356.05, Los Angeles County, California",1118,0,1960,10,59,2.9,1.288014,29505,4441,24.9,4441,1067,899
6268,535606,6037535606,"Census Tract 5356.06, Los Angeles County, California",498,0,1960,13,0,2.6,1.2249,30705,2077,24.1,2077,466,419
6269,535607,6037535607,"Census Tract 5356.07, Los Angeles County, California",1076,3,1957,25,15,3.4,1.568773,35897,4824,24.5,4824,1046,944
6270,535701,6037535701,"Census Tract 5357.01, Los Angeles County, California",1469,0,1949,0,0,3.6,1.637168,37403,6051,26.3,6051,1429,1256
6271,535702,6037535702,"Census Tract 5357.02, Los Angeles County, California",1305,5,1954,15,24,3,1.375479,35754,5502,25.9,5502,1259,1109
6272,535802,6037535802,"Census Tract 5358.02, Los Angeles County, California",1598,0,1956,32,25,3.3,1.510013,37138,6869,25.8,6869,1552,1372
6273,535803,6037535803,"Census Tract 5358.03, Los Angeles County, California",1088,11,1959,49,50,3.1,1.372243,30469,4558,24.6,4558,1061,954
6274,535804,6037535804,"Census Tract 5358.04, Los Angeles County, California",1373,0,1961,30,14,3,1.321194,28880,5682,24.2,5682,1326,1183
6275,535901,6037535901,"Census Tract 5359.01, Los Angeles County, California",1407,0,1950,9,6,3.8,1.790334,40216,5769,27.2,5769,1365,1203
6276,535902,6037535902,"Census Tract 5359.02, Los Angeles County, California",1512,11,1951,0,6,4.6,1.948413,41612,6235,27.6,6235,1470,1287
6277,5360,6037536e3,"Census Tract 5360, Los Angeles County, California",1077,0,1957,16,57,2.9,1.277623,29836,3854,25.8,3854,1009,849
6278,536101,6037536101,"Census Tract 5361.01, Los Angeles County, California",2702,0,1952,9,208,3.2,1.57698,41217,9986,26.5,9916,2459,2075
6279,536102,6037536102,"Census Tract 5361.02, Los Angeles County, California",1073,241,1968,21,9,4.4,2.088537,45956,3011,36.9,3011,1044,738
6280,5362,6037536200,"Census Tract 5362, Los Angeles County, California",1873,0,1951,21,30,4.5,2.058195,46510,7185,28,7185,1828,1528
6281,5400,603754e4,"Census Tract 5400, Los Angeles County, California",1524,38,1959,9,36,3.7,1.835958,30544,7012,23.5,7005,1440,1311
6282,540101,6037540101,"Census Tract 5401.01, Los Angeles County, California",1414,5,1951,14,26,4,1.928571,48103,6441,26,6433,1375,1231
6283,540102,6037540102,"Census Tract 5401.02, Los Angeles County, California",1489,0,1952,30,36,4.3,1.986568,43040,6839,25.1,6829,1448,1290
6284,540201,6037540201,"Census Tract 5402.01, Los Angeles County, California",566,0,1962,12,7,2.8,1.254417,34750,2384,23.4,2380,558,489
6285,540202,6037540202,"Census Tract 5402.02, Los Angeles County, California",1618,0,1961,59,63,3.1,1.354141,26204,7262,25.4,6733,1563,1379
6286,540203,6037540203,"Census Tract 5402.03, Los Angeles County, California",1267,0,1957,29,21,2.9,1.263615,29787,5419,24.1,5266,1215,1066
6287,5403,6037540300,"Census Tract 5403, Los Angeles County, California",1175,20,1951,17,28,3.6,1.67234,35476,5656,24.1,5646,1125,1047
6288,5404,6037540400,"Census Tract 5404, Los Angeles County, California",441,0,1968,57,54,3.4,1.866213,26607,2080,21.6,2080,422,373
6289,540501,6037540501,"Census Tract 5405.01, Los Angeles County, California",1031,19,1955,22,22,3.4,1.85742,40651,6056,26,4846,982,882
6290,540502,6037540502,"Census Tract 5405.02, Los Angeles County, California",1430,0,1961,17,21,3.6,1.479021,27485,6751,21.8,6622,1354,1248
6291,5406,6037540600,"Census Tract 5406, Los Angeles County, California",1075,0,1960,0,0,3.6,1.738605,20877,3597,25.5,3574,976,698
6292,5407,6037540700,"Census Tract 5407, Los Angeles County, California",787,0,1955,0,0,4.3,2.007624,23135,3106,26.6,2895,723,570
6293,5408,6037540800,"Census Tract 5408, Los Angeles County, California",1739,0,1951,15,15,4.6,2.292697,29386,5583,29.8,5569,1664,1299
6294,540901,6037540901,"Census Tract 5409.01, Los Angeles County, California",1145,64,1956,14,18,4.3,1.936245,34353,4738,28.9,4524,1084,902
6295,540902,6037540902,"Census Tract 5409.02, Los Angeles County, California",1375,5,1958,19,12,5,2.422545,33780,4370,31.8,4342,1326,994
6296,541001,6037541001,"Census Tract 5410.01, Los Angeles County, California",344,23,1961,0,0,4.9,2.444767,48750,1166,34.3,1166,342,268
6297,541002,6037541002,"Census Tract 5410.02, Los Angeles County, California",1120,558,1970,0,12,5.6,2.660714,49013,3329,37.5,3279,1083,801
6298,5411,6037541100,"Census Tract 5411, Los Angeles County, California",901,106,1956,18,8,4.6,2.116537,32409,3184,27.9,3176,868,692
6299,5412,6037541200,"Census Tract 5412, Los Angeles County, California",1832,0,1955,5,19,5,2.418122,37112,5445,35.3,5433,1760,1261
6300,5413,6037541300,"Census Tract 5413, Los Angeles County, California",1466,4,1953,8,0,4.6,2.396999,32807,5696,26.2,5677,1391,1156
6301,5414,6037541400,"Census Tract 5414, Los Angeles County, California",1497,12,1960,15,11,4.2,2.094856,27654,6633,22.5,6621,1365,1208
6302,5415,6037541500,"Census Tract 5415, Los Angeles County, California",1187,16,1959,20,12,3.3,1.732098,26250,5202,23.2,5198,1099,971
6303,541603,6037541603,"Census Tract 5416.03, Los Angeles County, California",691,72,1954,22,26,3.6,1.722142,28400,2886,24.6,2818,649,556
6304,541604,6037541604,"Census Tract 5416.04, Los Angeles County, California",1441,46,1956,45,47,3.4,1.634976,25201,6110,22.5,6065,1320,1153
6305,541605,6037541605,"Census Tract 5416.05, Los Angeles County, California",1317,53,1954,27,7,3.8,1.77221,26134,5266,23.7,5260,1188,1022
6306,541606,6037541606,"Census Tract 5416.06, Los Angeles County, California",550,0,1959,0,9,3.6,1.538182,22068,2544,22.8,2541,524,460
6307,5417,6037541700,"Census Tract 5417, Los Angeles County, California",1355,5,1954,11,19,4.3,1.901107,44417,6404,25,6363,1308,1191
6308,541801,6037541801,"Census Tract 5418.01, Los Angeles County, California",1156,14,1965,18,13,3.6,1.75519,39119,4963,24.3,4886,1092,946
6309,541802,6037541802,"Census Tract 5418.02, Los Angeles County, California",1126,0,1960,72,31,4,1.993783,37418,5324,23.5,5302,1090,996
6310,5420,6037542e3,"Census Tract 5420, Los Angeles County, California",1183,5,1955,48,36,4.1,2.100592,41458,5507,23.1,5357,1136,1008
6311,542101,6037542101,"Census Tract 5421.01, Los Angeles County, California",1501,0,1956,27,21,3.9,1.976016,32482,7033,24.1,7017,1419,1276
6312,542102,6037542102,"Census Tract 5421.02, Los Angeles County, California",1622,0,1960,18,14,4,2.001233,28750,7669,22.6,7649,1536,1359
6313,5422,6037542200,"Census Tract 5422, Los Angeles County, California",1569,217,1957,23,47,4.4,2.186743,35141,6672,24.2,6666,1498,1286
6314,542401,6037542401,"Census Tract 5424.01, Los Angeles County, California",1281,4,1951,0,0,4.5,2.047619,38864,4902,27.4,4868,1203,990
6315,542402,6037542402,"Census Tract 5424.02, Los Angeles County, California",788,37,1956,12,12,5.1,2.406091,40031,3143,26.3,3134,748,630
6316,542501,6037542501,"Census Tract 5425.01, Los Angeles County, California",1092,0,1974,16,0,4.6,2.168498,28424,4126,23.3,4126,1045,908
6317,542502,6037542502,"Census Tract 5425.02, Los Angeles County, California",1311,0,1966,19,0,3.9,1.691076,23406,4249,24.1,4207,1183,867
6318,542601,6037542601,"Census Tract 5426.01, Los Angeles County, California",652,8,1961,19,24,3.3,1.383436,26333,2936,22.4,2936,613,553
6319,542602,6037542602,"Census Tract 5426.02, Los Angeles County, California",1281,0,1958,11,30,3.6,1.740047,27924,4927,24.2,4885,1165,941
6320,5427,6037542700,"Census Tract 5427, Los Angeles County, California",1321,0,1953,11,0,3.9,1.991673,35756,5288,24.9,5250,1211,1018
6321,5428,6037542800,"Census Tract 5428, Los Angeles County, California",902,0,1954,9,17,5,2.334812,40078,2996,32,2991,859,674
6322,5429,6037542900,"Census Tract 5429, Los Angeles County, California",747,70,1959,22,28,4.4,2.093708,35996,3239,25.6,3203,694,604
6323,5430,6037543e3,"Census Tract 5430, Los Angeles County, California",1251,15,1956,7,16,5.1,2.617106,34243,4336,29.4,4330,1202,955
6324,5431,6037543100,"Census Tract 5431, Los Angeles County, California",1786,85,1955,5,5,5,2.636618,41052,6753,29.6,6674,1706,1425
6325,543201,6037543201,"Census Tract 5432.01, Los Angeles County, California",876,8,1956,0,0,4.7,2.192922,35878,3403,25.9,3379,850,711
6326,543202,6037543202,"Census Tract 5432.02, Los Angeles County, California",1173,8,1961,29,6,3.6,1.791986,31016,4914,22.6,4890,1088,958
6327,543303,6037543303,"Census Tract 5433.03, Los Angeles County, California",2117,276,1968,50,18,5.3,2.813415,52583,7140,34.5,7135,2064,1653
6328,543304,6037543304,"Census Tract 5433.04, Los Angeles County, California",1949,0,1966,8,0,6.4,3.587994,66061,6551,38.2,6446,1961,1680
6329,543305,6037543305,"Census Tract 5433.05, Los Angeles County, California",1062,1052,1980,9,0,5.1,2.145951,54122,2353,44.3,2352,973,636
6330,543321,6037543321,"Census Tract 5433.21, Los Angeles County, California",1287,398,1974,6,0,5.5,2.775447,43681,3928,34.7,3462,1257,835
6331,543322,6037543322,"Census Tract 5433.22, Los Angeles County, California",2131,9,1966,10,0,6.6,3.492257,68125,7033,38.4,6985,2119,1824
6332,5434,6037543400,"Census Tract 5434, Los Angeles County, California",993,6,1958,6,6,5.4,3.013092,56486,4386,29.8,4386,987,895
6333,543501,6037543501,"Census Tract 5435.01, Los Angeles County, California",2099,120,1968,24,17,3.8,1.912339,49736,6494,35.2,6423,2040,1475
6334,543502,6037543502,"Census Tract 5435.02, Los Angeles County, California",1343,58,1964,27,15,4,1.992554,42996,4147,32.7,4139,1285,944
6335,543503,6037543503,"Census Tract 5435.03, Los Angeles County, California",1876,130,1967,5,18,4.3,2.206823,49674,5643,39.1,5171,1824,1298
6336,543601,6037543601,"Census Tract 5436.01, Los Angeles County, California",1036,112,1969,0,0,4.5,2.277992,51458,3970,33.7,3844,1023,882
6337,543602,6037543602,"Census Tract 5436.02, Los Angeles County, California",2556,244,1973,0,18,4.6,2.3482,51318,7232,37,6954,2458,1690
6338,543603,6037543603,"Census Tract 5436.03, Los Angeles County, California",1631,749,1972,0,0,6.4,3.161864,53750,4116,48.3,4110,1589,1121
6339,543604,6037543604,"Census Tract 5436.04, Los Angeles County, California",1336,10,1963,10,6,5.6,2.981287,62500,5162,35.7,5120,1275,1164
6340,543701,6037543701,"Census Tract 5437.01, Los Angeles County, California",662,0,1956,0,0,5,2.646526,54569,3062,31.2,3059,657,598
6341,543702,6037543702,"Census Tract 5437.02, Los Angeles County, California",1746,14,1960,0,7,4.2,2.127721,48683,6354,31.3,6315,1695,1440
6342,543703,6037543703,"Census Tract 5437.03, Los Angeles County, California",979,0,1964,0,6,5.2,2.684372,52799,3617,33,3603,967,822
6343,543801,6037543801,"Census Tract 5438.01, Los Angeles County, California",1517,460,1967,6,35,4.8,2.367831,45305,5232,34.9,5202,1489,1163
6344,543802,6037543802,"Census Tract 5438.02, Los Angeles County, California",2040,345,1966,0,20,3.8,2.184314,45313,6952,34.7,6764,1879,1481
6345,543903,6037543903,"Census Tract 5439.03, Los Angeles County, California",997,118,1963,0,0,5.2,2.610832,53750,3786,33.8,3780,979,823
6346,543904,6037543904,"Census Tract 5439.04, Los Angeles County, California",995,21,1965,9,0,4.5,2.462312,43102,4426,26,4426,952,863
6347,5440,6037544e3,"Census Tract 5440, Los Angeles County, California",2111,41,1953,37,58,4.3,2.105637,43418,7698,29.5,7681,2034,1692
6348,5500,603755e4,"Census Tract 5500, Los Angeles County, California",158,0,1964,0,5,4.8,2.5,60833,555,32.7,449,135,115
6349,5501,6037550100,"Census Tract 5501, Los Angeles County, California",1869,0,1954,22,25,4.7,2.4061,51636,7314,30.2,7314,1854,1623
6350,5502,6037550200,"Census Tract 5502, Los Angeles County, California",2282,124,1957,20,11,4.8,2.389132,46415,8352,30.4,8338,2246,1942
6351,5503,6037550300,"Census Tract 5503, Los Angeles County, California",2079,0,1957,0,0,4.9,2.366041,49953,7660,30.8,7496,2052,1703
6352,5504,6037550400,"Census Tract 5504, Los Angeles County, California",419,0,1956,0,0,5.3,2.599045,51e3,1437,32.9,1431,412,348
6353,5505,6037550500,"Census Tract 5505, Los Angeles County, California",2411,0,1958,10,21,5.6,2.729988,62699,7497,35.3,7426,2363,1876
6354,5506,6037550600,"Census Tract 5506, Los Angeles County, California",2998,0,1956,23,7,4.8,2.255837,52041,9093,34.1,9093,2931,2270
6355,5507,6037550700,"Census Tract 5507, Los Angeles County, California",2080,0,1955,34,26,5.2,2.571154,56268,6472,34.8,6465,2030,1620
6356,5508,6037550800,"Census Tract 5508, Los Angeles County, California",2241,9,1956,23,0,5.2,2.473896,52500,6720,34.9,6715,2172,1678
6357,5509,6037550900,"Census Tract 5509, Los Angeles County, California",3327,0,1960,23,83,3.8,1.784791,41702,8942,31.4,8863,3250,2297
6358,5510,6037551e3,"Census Tract 5510, Los Angeles County, California",2367,7,1956,8,0,4.9,2.306295,51227,6698,36.6,6691,2334,1752
6359,5511,6037551100,"Census Tract 5511, Los Angeles County, California",2999,92,1968,31,74,3.4,1.530844,33128,9611,26.3,9481,2906,2275
6360,551201,6037551201,"Census Tract 5512.01, Los Angeles County, California",1155,0,1960,16,31,4.1,2.018182,41971,3300,33.7,3287,1147,833
6361,551202,6037551202,"Census Tract 5512.02, Los Angeles County, California",2169,0,1961,7,11,4.1,2.091286,41477,7293,30.5,7077,2136,1675
6362,5513,6037551300,"Census Tract 5513, Los Angeles County, California",1972,13,1964,39,126,3.5,1.531947,33750,5396,32.2,5102,1892,1207
6363,5514,6037551400,"Census Tract 5514, Los Angeles County, California",2778,0,1959,59,31,4.2,1.966163,43929,8357,31.1,8318,2736,2081
6364,5515,6037551500,"Census Tract 5515, Los Angeles County, California",2762,5,1961,21,21,4.5,2.142288,48632,9044,30.2,8376,2708,2134
6365,5516,6037551600,"Census Tract 5516, Los Angeles County, California",0,0,0,0,0,0,0,0,219,47.7,0,0,0
6366,5517,6037551700,"Census Tract 5517, Los Angeles County, California",1758,0,1956,13,13,4.3,2.142207,46745,6370,29.2,6367,1716,1458
6367,5518,6037551800,"Census Tract 5518, Los Angeles County, California",2307,0,1959,0,0,4.3,2.147811,46134,6981,30.8,6973,2265,1676
6368,5519,6037551900,"Census Tract 5519, Los Angeles County, California",1478,0,1959,15,10,4.9,2.495264,46310,5189,31.7,5012,1428,1152
6369,5520,6037552e3,"Census Tract 5520, Los Angeles County, California",1999,5,1957,6,25,4.6,2.192596,41830,7924,29.1,7659,1960,1667
6370,5521,6037552100,"Census Tract 5521, Los Angeles County, California",1570,0,1955,12,15,4.5,2.184076,43478,5373,31.5,5348,1541,1213
6371,5522,6037552200,"Census Tract 5522, Los Angeles County, California",1961,0,1963,31,48,3.3,1.601224,35889,6819,25.3,6819,1872,1514
6372,5523,6037552300,"Census Tract 5523, Los Angeles County, California",2577,98,1963,0,9,4.5,2.167637,47705,8664,30.8,8217,2498,1843
6373,5524,6037552400,"Census Tract 5524, Los Angeles County, California",600,0,1954,14,14,4.8,2.273333,44844,2691,27.3,2691,603,517
6374,552601,6037552601,"Census Tract 5526.01, Los Angeles County, California",1161,0,1956,29,41,3.8,1.912145,39274,5730,24.5,5730,1102,1032
6375,552602,6037552602,"Census Tract 5526.02, Los Angeles County, California",1112,0,1968,43,43,4.7,2.359712,51078,4436,30.4,4392,1099,996
6376,5527,6037552700,"Census Tract 5527, Los Angeles County, California",1739,6,1952,36,29,4.6,2.20644,52232,6702,29.9,6600,1693,1448
6377,5528,6037552800,"Census Tract 5528, Los Angeles County, California",1645,14,1954,25,19,4.5,2.354407,49676,6247,28.8,6247,1614,1367
6378,5529,6037552900,"Census Tract 5529, Los Angeles County, California",1953,0,1958,14,57,4.2,2.182284,45089,6801,30,6801,1915,1602
6379,5530,6037553e3,"Census Tract 5530, Los Angeles County, California",1231,13,1955,5,0,5.2,2.709992,51757,4654,30.8,4654,1207,1033
6380,5531,6037553100,"Census Tract 5531, Los Angeles County, California",1987,184,1961,6,12,4.5,2.21389,40808,6077,31,6077,1905,1447
6381,5532,6037553200,"Census Tract 5532, Los Angeles County, California",2014,0,1955,22,18,5.2,2.474181,52981,6802,32.5,6773,1971,1613
6382,5533,6037553300,"Census Tract 5533, Los Angeles County, California",1044,308,1961,16,9,4.6,2.244253,41818,3121,34.5,3105,990,742
6383,5534,6037553400,"Census Tract 5534, Los Angeles County, California",1016,67,1960,3,4,4.5,2.218504,43766,3893,28.2,3893,991,817
6384,553501,6037553501,"Census Tract 5535.01, Los Angeles County, California",2106,71,1966,11,4,3.3,1.587844,41189,8389,25.4,8389,2031,1731
6385,553502,6037553502,"Census Tract 5535.02, Los Angeles County, California",1321,74,1976,49,41,3.3,1.506435,32764,4459,26.5,4407,1253,939
